CODELIST_ID	TERM_ID	TERM_NAME	TERM_DEFINITION
C67154	C74852	Dehydroepiandrosterone	A measurement of the dehydroepiandrosterone hormone in a biological specimen.
C67154	C74853	Dihydrotestosterone	A measurement of the dihydrotestosterone hormone in a biological specimen.
C67154	C74854	Dopamine	A measurement of the dopamine hormone in a biological specimen.
C67154	C74855	Erythropoietin	A measurement of the erythropoietin hormone in a biological specimen.
C67154	C74856	Estriol	A measurement of the estriol hormone in a biological specimen.
C67154	C74857	Estrone	A measurement of the estrone hormone in a biological specimen.
C67154	C74858	Gastrin	A measurement of the gastrin hormone in a biological specimen.
C67154	C74859	Glucagon	A measurement of the glucagon hormone in a biological specimen.
C67154	C74860	Gonadotropin Releasing Hormone	A measurement of the gonadotropin releasing hormone in a biological specimen.
C67154	C74861	Growth Hormone Inhibiting Hormone	A measurement of the growth hormone inhibiting hormone in a biological specimen.
C67154	C74862	Growth Hormone Releasing Hormone	A measurement of the growth hormone releasing hormone in a biological specimen.
C67154	C74863	Homovanillic Acid	A measurement of the homovanillic acid metabolite in a biological specimen.
C67154	C74864	Insulin-like Growth Factor-1	A measurement of the insulin-like growth factor-1 in a biological specimen.
C67154	C74865	Insulin-like Growth Factor-2	A measurement of the insulin-like growth factor-2 in a biological specimen.
C67154	C74866	Leptin	A measurement of the leptin hormone in a biological specimen.
C67154	C74867	Melatonin	A measurement of the melatonin hormone in a biological specimen.
C67154	C74868	Norepinephrine	A measurement of the norepinephrine hormone in a biological specimen.
C67154	C74869	Oxytocin	A measurement of the oxytocin hormone in a biological specimen.
C67154	C74870	Prolactin	A measurement of the prolactin hormone in a biological specimen.
C67154	C74871	Secretin	A measurement of the secretin hormone in a biological specimen.
C67154	C74872	Serotonin	A measurement of the serotonin hormone in a biological specimen.
C67154	C74873	Thrombopoietin	A measurement of the thrombopoietin hormone in a biological specimen.
C67154	C74874	Thyrotropin Releasing Hormone	A measurement of the thyrotropin releasing hormone in a biological specimen.
C67154	C74875	Vanillyl Mandelic Acid	A measurement of the vanillyl mandelic acid metabolite in a biological specimen.
C67154	C74876	6-Monoacetylmorphine	A measurement of the 6-monoacetylmorphine present in a biological specimen.
C67154	C74877	Codeine	A measurement of the codeine present in a biological specimen.
C67154	C74878	Dihydrocodeine	A measurement of the dihydrocodeine present in a biological specimen.
C67154	C74879	Hydrocodone	A measurement of the hydrocodone present in a biological specimen.
C67154	C74880	Hydromorphone	A measurement of the hydromorphone present in a biological specimen.
C67154	C74881	Methadone	A measurement of the methadone present in a biological specimen.
C67154	C74882	Methaqualone	A measurement of the methaqualone present in a biological specimen.
C67154	C74883	Morphine	A measurement of the morphine present in a biological specimen.
C67154	C74884	Oxycodone	A measurement of the oxycodone present in a biological specimen.
C67154	C74885	Propoxyphene	A measurement of the propoxyphene present in a biological specimen.
C67154	C74886	Atrial Natriuretic Peptide	A measurement of the atrial natriuretic peptide in a biological specimen.
C67154	C74887	LDH Isoenzyme 1	A measurement of the lactate dehydrogenase isoenzyme 1 in a biological specimen.
C67154	C74888	LDH Isoenzyme 2	A measurement of the lactate dehydrogenase isoenzyme 2 in a biological specimen.
C67154	C74889	LDH Isoenzyme 3	A measurement of the lactate dehydrogenase isoenzyme 3 in a biological specimen.
C67154	C74890	LDH Isoenzyme 4	A measurement of the lactate dehydrogenase isoenzyme 4 in a biological specimen.
C67154	C74891	LDH Isoenzyme 5	A measurement of the lactate dehydrogenase isoenzyme 5 in a biological specimen.
C67154	C74892	Neuropeptide Y	A measurement of the neuropeptide Y in a biological specimen.
C67154	C74893	Renin	A measurement of the renin in a biological specimen.
C67154	C74894	Albumin/Globulin	The ratio of albumin to globulin in a biological specimen.
C67154	C74895	Vitamin A	A measurement of the Vitamin A in a biological specimen.
C67154	C74896	Thiamine	A measurement of the thiamine in a biological specimen.
C67154	C74897	Vitamin B17	A measurement of the Vitamin B17 in a biological specimen.
C67154	C74898	Riboflavin	A measurement of the riboflavin in a biological specimen.
C67154	C74899	Niacin	A measurement of the niacin in a biological specimen.
C67154	C74900	Vitamin B5	A measurement of the Vitamin B5 in a biological specimen.
C67154	C74901	Vitamin B6	A measurement of the Vitamin B6 in a biological specimen.
C67154	C74902	Vitamin B7	A measurement of the Vitamin B7 in a biological specimen.
C67154	C74903	Vitamin C	A measurement of the Vitamin C in a biological specimen.
C67154	C74904	Vitamin D2	A measurement of the Vitamin D2 in a biological specimen.
C67154	C74905	Vitamin D3	A measurement of the Vitamin D3 in a biological specimen.
C67154	C74906	Vitamin E	A measurement of the Vitamin E in a biological specimen.
C67154	C74907	Vitamin K	A measurement of the total Vitamin K in a biological specimen.
C67154	C74910	Lymphoma Cells/Lymphocytes	A relative measurement (ratio or percentage) of the malignant lymphocytes to all lymphocytes in a biological specimen.
C67154	C74911	Mature Plasma Cells/Lymphocytes	A relative measurement (ratio or percentage) of the mature plasma cells (plasmacytes) to all lymphocytes in a biological specimen.
C67154	C74912	Acid Urate Crystals	A measurement of the acid urate crystals present in a biological specimen.
C67154	C74913	Anti-Double Stranded DNA	A measurement of the anti-double stranded DNA antibody in a biological specimen.
C67154	C74916	Antinuclear Antibodies	A measurement of the total antinuclear antibodies (antibodies that attack the body's own tissue) in a biological specimen.
C67154	C75346	Caffeine	A measurement of the caffeine in a biological specimen.
C67154	C75348	Methamphetamine	A measurement of the methamphetamine drug present in a biological specimen.
C67154	C75350	Benzoylecgonine	A measurement of the benzoylecgonine in a biological specimen.
C67154	C75352	Buprenorphine	A measurement of the buprenorphine drug present in a biological specimen.
C67154	C75354	Lysergic Acid Diethylamide	A measurement of the lysergic acid diethylamine (LSD) in a biological specimen.
C67154	C75359	3,4-methylenedioxymethamphetamine	A measurement of the 3,4-methylenedioxymethamphetamine (MDMA) in a biological specimen.
C67154	C75368	Phenobarbital	A measurement of the phenobarbital present in a biological specimen.
C67154	C75912	Viscosity	The resistance of a liquid to sheer forces and flow. (NCI)
C67154	C78139	Drug Screen	An indication of the presence or absence of recreational drugs or drugs of abuse in a biological specimen.
C67154	C79089	Cancer Antigen 125	A measurement of the cancer antigen 125 in a biological specimen.
C67154	C79433	Alpha Glutathione-S-Transferase	A measurement of the alpha form of glutathione S-transferase in a biological specimen.
C67154	C79434	Corticosterone	A measurement of corticosterone in a biological specimen.
C67154	C79435	Glutathione-S-Transferase/Creatinine	A relative measurement (ratio or percentage) of the glutathione S-transferase to creatinine in a biological specimen.
C67154	C79436	Myoglobin	A measurement of myoglobin in a biological specimen.
C67154	C79437	5 Prime Nucleotidase	A measurement of the 5'-nucleotidase in a biological specimen.
C67154	C79438	Alkaline Phosphatase/Creatinine	A relative measurement (ratio or percentage) of the alkaline phosphatase to creatinine in a biological specimen.
C67154	C79439	Calcium/Creatinine	A relative measurement (ratio or percentage) of the calcium to creatinine in a biological specimen.
C67154	C79440	Chloride/Creatinine	A relative measurement (ratio or percentage) of the chloride to creatinine in a biological specimen.
C67154	C79441	Creatine Kinase MB/Total Creatine Kinase	A relative measurement (ratio or percentage) of the MB-type creatine kinase to total creatine kinase in a biological specimen.
C67154	C79442	Creatine Kinase MM/Total Creatine Kinase	A relative measurement (ratio or percentage) of the MM-type creatine kinase to total creatine kinase in a biological specimen.
C67154	C79443	Deoxypyridinoline	A measurement of the deoxypyridinoline in a biological specimen.
C67154	C79444	Deoxypyridinoline/Creatinine	A relative measurement (ratio or percentage) of the deoxypyridinoline to creatinine in a biological specimen.
C67154	C79445	Epinephrine	A measurement of the epinephrine hormone in a biological specimen.
C67154	C79446	Gamma Glutamyl Transferase/Creatinine	A relative measurement (ratio or percentage) of the gamma glutamyl transferase to creatinine in a biological specimen.
C67154	C79447	Glucose/Creatinine	A relative measurement (ratio or percentage) of the glucose to creatinine in a biological specimen.
C67154	C79448	Glutamate Dehydrogenase	A measurement of the glutamate dehydrogenase in a biological specimen.
C67154	C79449	Lactate Dehydrogenase/Creatinine	A relative measurement (ratio or percentage) of the lactate dehydrogenase to creatinine in a biological specimen.
C67154	C79450	Lactic Acid	A measurement of the lactic acid in a biological specimen.
C67154	C79451	LDH Isoenzyme 1/LDH	A relative measurement (ratio or percentage) of the lactate dehydrogenase isoenzyme 1 to total lactate dehydrogenase in a biological specimen.
C67154	C79452	LDH Isoenzyme 2/LDH	A relative measurement (ratio or percentage) of the lactate dehydrogenase isoenzyme 2 to total lactate dehydrogenase in a biological specimen.
C67154	C79453	LDH Isoenzyme 3/LDH	A relative measurement (ratio or percentage) of the lactate dehydrogenase isoenzyme 3 to total lactate dehydrogenase in a biological specimen.
C67154	C79454	LDH Isoenzyme 4/LDH	A relative measurement (ratio or percentage) of the lactate dehydrogenase isoenzyme 4 to total lactate dehydrogenase in a biological specimen.
C67154	C79455	LDH Isoenzyme 5/LDH	A relative measurement (ratio or percentage) of the lactate dehydrogenase isoenzyme 5 to total lactate dehydrogenase in a biological specimen.
C67154	C79456	Magnesium/Creatinine	A relative measurement (ratio or percentage) of the magnesium to creatinine in a biological specimen.
C67154	C79457	Mu Glutathione-S-Transferase	A measurement of the mu form of glutathione S-transferase in a biological specimen.
C67154	C79458	Mu Glutathione-S-Transferase/Creatinine	A relative measurement (ratio or percentage) of the mu gamma glutamyl transpeptidase to creatinine in a biological specimen.
C67154	C79459	N-Acetyl Glucosamide	A measurement of N-acetyl glucosamide (sugar derivative) in a biological specimen.
C67154	C79460	N-Acetyl Glucosamide/Creatinine	A relative measurement (ratio or percentage) of the N-acetyl glucosamide to creatinine in a biological specimen.
C67154	C79461	Phosphate/Creatinine	A relative measurement (ratio or percentage) of the phosphate to creatinine in a biological specimen.
C67154	C79462	Potassium/Creatinine	A relative measurement (ratio or percentage) of the potassium to creatinine in a biological specimen.
C67154	C79463	Protein/Creatinine	A relative measurement (ratio or percentage) of the total protein to creatinine in a biological specimen.
C67154	C79464	Sodium/Creatinine	A relative measurement (ratio or percentage) of the sodium to creatinine in a biological specimen.
C67154	C79465	Sorbitol Dehydrogenase	A measurement of the sorbitol dehydrogenase in a biological specimen.
C67154	C79466	Creatine Kinase BB/Total Creatine Kinase	A relative measurement (ratio or percentage) of the BB-type creatine kinase to total creatine kinase in a biological specimen.
C67154	C79467	Large Unstained Cells/Leukocytes	A relative measure (ratio or percentage) of the large unstained cells to leukocytes in a biological specimen.
C67154	C79602	Poikilocytes	A measurement of the odd-shaped erythrocytes in a whole blood specimen.
C67154	C80160	Complement Total	A measurement of the total complement in a biological specimen.
C67154	C80163	Acid Phosphatase	A measurement of the acid phosphatase in a biological specimen.
C67154	C80164	Glucagon-Like Peptide-1, Active Form	A measurement of the active form of glucagon-like peptide-1 in a biological specimen.
C67154	C80165	Glucuronidase, Alpha	A measurement of the alpha glucuronidase in a biological specimen.
C67154	C80166	Glutathione S-Transferase, Alpha/Creat	A relative measurement (ratio or percentage) of the alpha glutathione-S-transferase to creatinine in a biological specimen.
C67154	C80167	Alpha-1 Antitrypsin	A measurement of the alpha-1 antitrypsin in a biological specimen.
C67154	C80168	Alpha-2 Macroglobulin	A measurement of the alpha-2 macroglobulin in a biological specimen.
C67154	C80169	Angiotensin Converting Enzyme	A measurement of the angiotensin converting enzyme in a biological specimen.
C67154	C80170	Glucuronidase, Beta	A measurement of the beta glucuronidase in a biological specimen.
C67154	C80171	Cholesterol/HDL-Cholesterol	A relative measurement (ratio or percentage) of total cholesterol to high-density lipoprotein cholesterol (HDL-C) in a biological specimen.
C67154	C80172	Complement Bb	A measurement of the Bb fragment of complement factor B in a biological specimen.
C67154	C80173	Complement C1q Antibody	A measurement of the complement C1q antibody in a biological specimen.
C67154	C80174	Complement C3	A measurement of the complement C3 in a biological specimen.
C67154	C80175	Complement C3a	A measurement of the complement C3a in a biological specimen.
C67154	C80176	Complement C3b	A measurement of the complement C3b in a biological specimen.
C67154	C80177	Complement C4	A measurement of the complement C4 in a biological specimen.
C67154	C80178	Complement C4a	A measurement of the complement C4a in a biological specimen.
C67154	C80179	Complement C5a	A measurement of the complement C5a in a biological specimen.
C67154	C80180	F2-Isoprostane	A measurement of the F2-isoprostane in a biological specimen.
C67154	C80182	Galanin	A measurement of the galanin in a biological specimen.
C67154	C80183	Glucagon-Like Peptide-1	A measurement of the total glucagon-like peptide-1 in a biological specimen.
C67154	C80184	Glucose-6-Phosphate Dehydrogenase	A measurement of the glucose-6-phosphate dehydrogenase in a biological specimen.
C67154	C80185	Glutathione S-Transferase, Total	A measurement of the total glutathione-s-transferase in a biological specimen.
C67154	C80186	Gold	A measurement of the gold in a biological specimen.
C67154	C80187	HDL-Cholesterol Subclass 2	A measurement of the high-density lipoprotein (HDL) cholesterol subclass 2 in a biological specimen.
C67154	C80188	HDL-Cholesterol Subclass 3	A measurement of the high-density lipoprotein (HDL) cholesterol subclass 3 in a biological specimen.
C67154	C80189	Histamine	A measurement of the histamine in a biological specimen.
C67154	C80190	Hydroxyproline	A measurement of the total hydroxyproline in a biological specimen.
C67154	C80191	Macrophage Colony Stimulating Factor	A measurement of the macrophage colony stimulating factor in a biological specimen.
C67154	C80192	Matrix Metalloproteinase 1	A measurement of the matrix metalloproteinase 1 in a biological specimen.
C67154	C80193	Matrix Metalloproteinase 2	A measurement of the matrix metalloproteinase 2 in a biological specimen.
C67154	C80194	Matrix Metalloproteinase 3	A measurement of the matrix metalloproteinase 3 in a biological specimen.
C67154	C80195	Matrix Metalloproteinase 7	A measurement of the matrix metalloproteinase 7 in a biological specimen.
C67154	C80196	Matrix Metalloproteinase 8	A measurement of the matrix metalloproteinase 8 in a biological specimen.
C67154	C80197	Matrix Metalloproteinase 9	A measurement of the matrix metalloproteinase 9 in a biological specimen.
C67154	C80198	Myeloperoxidase	A measurement of the myeloperoxidase in a biological specimen.
C67154	C80199	Neopterin	A measurement of the neopterin in a biological specimen.
C67154	C80200	Free Fatty Acid	A measurement of the total non-esterified fatty acids in a biological specimen.
C67154	C80201	Pancreatic Polypeptide	A measurement of the pancreatic polypeptide in a biological specimen.
C67154	C80202	Peptide YY	A measurement of the peptide YY in a biological specimen.
C67154	C80203	Glutathione S-Transferase, Pi	A measurement of the Pi glutathione-s-transferase in a biological specimen.
C67154	C80204	Prostatic Acid Phosphatase	A measurement of the prostatic acid phosphatase in a biological specimen.
C67154	C80205	Resistin	A measurement of the resistin in a biological specimen.
C67154	C80206	Free Fatty Acid, Saturated	A measurement of the saturated non-esterified fatty acids in a biological specimen.
C67154	C80207	Glutathione S-Transferase, Theta	A measurement of the theta glutathione-s-transferase in a biological specimen.
C67154	C80208	Total Radical-Trap Antioxidant Potential	A measurement of the ability of the antioxidants in a biological specimen to buffer free radicals in a suspension.
C67154	C80209	Free Fatty Acid, Unsaturated	A measurement of the unsaturated non-esterified fatty acids in a biological specimen.
C67154	C80210	Zinc	A measurement of the zinc in a biological specimen.
C67154	C80211	Pyridinoline	A measurement of the pyridinoline in a biological specimen.
C67154	C80360	Somatotrophin	A measurement of the somatotrophin (growth) hormone in a biological specimen.
C67154	C80365	Thrombin Time	A measurement of the time it takes a plasma sample to clot after adding the active enzyme thrombin. (NCI)
C67154	C81280	Phenylalanine	A measurement of the phenylalanine in a biological specimen.
C67154	C81947	Fat Bodies, Oval	A measurement of the oval-shaped fat bodies, usually renal proximal tubular cells with lipid aggregates in the cytoplasm, in a biological specimen.
C67154	C81948	Calcium, Ionized	A measurement of the ionized calcium in a biological specimen.
C67154	C81951	Starch Crystals	A measurement of the starch crystals in a biological specimen.
C67154	C81952	Eotaxin-1	A measurement of the eotaxin-1 in a biological specimen.
C67154	C81953	Eotaxin-2	A measurement of the eotaxin-2 in a biological specimen.
C67154	C81954	Eotaxin-3	A measurement of the eotaxin-3 in a biological specimen.
C67154	C81955	Lymphotactin	A measurement of the lymphotactin in a biological specimen.
C67154	C81956	Macrophage-Derived Chemokine	A measurement of the macrophage-derived chemokine in a biological specimen.
C67154	C81957	Reg upon Act Normal T-cell Exprd Secrtd	A measurement of the RANTES (regulated on activation, normally, T-cell expressed, and secreted) chemokine in a biological specimen.
C67154	C81958	Antithrombin	A measurement of the antithrombin activity in a biological specimen.
C67154	C81959	Factor III	A measurement of the factor III in a biological specimen.
C67154	C81960	Factor VII	A measurement of the factor VII in a biological specimen.
C67154	C81961	Factor VIII	A measurement of the factor VIII in a biological specimen.
C67154	C81962	Platelet Distribution Width	A measurement of the range of platelet sizes in a biological specimen.
C67154	C81963	Estriol, Free	A measurement of the free estriol in a biological specimen.
C67154	C81964	Parathyroid Hormone, C-Terminal	A measurement of the C-terminal fragment of parathyroid hormone in a biological specimen.
C67154	C81965	Parathyroid Hormone, Mid-Molecule	A measurement of the mid-molecule fragment of parathyroid hormone in a biological specimen.
C67154	C81966	Parathyroid Hormone, N-Terminal	A measurement of the N-terminal fragment of parathyroid hormone in a biological specimen.
C67154	C81967	Proinsulin	A measurement of the proinsulin in a biological specimen.
C67154	C81968	Triiodothyronine, Reverse	A measurement of the reverse triiodothyronine in a biological specimen.
C67154	C81969	Immunoglobulin A	A measurement of the Immunoglobulin A in a biological specimen.
C67154	C81970	Immunoglobulin E	A measurement of the Immunoglobulin E in a biological specimen.
C67154	C81971	Immunoglobulin G	A measurement of the Immunoglobulin G in a biological specimen.
C67154	C81972	Immunoglobulin M	A measurement of the Immunoglobulin M in a biological specimen.
C67154	C81973	Anti-DNA Antibodies	A measurement of the anti-DNA antibodies in a biological specimen.
C67154	C81974	Antiglobulin Test, Direct	A measurement of the antibody or complement-coated erythrocytes in a biological specimen in vivo.
C67154	C81975	Antimitochondrial Antibodies	A measurement of the antimitochondrial antibodies in a biological specimen.
C67154	C81976	Anti-Saccharomyces cerevisiae Antibody	A measurement of the anti-Saccharomyces cerevisiae antibody in a biological specimen.
C67154	C81977	Antithrombin Antigen	A measurement of the antithrombin antigen in a biological specimen.
C67154	C81978	Aspartate Aminotransferase Antigen	A measurement of the aspartate aminotransferase antigen in a biological specimen.
C67154	C81979	Beta-2 Glycoprotein Antibody	A measurement of the beta-2 glycoprotein antibody in a biological specimen.
C67154	C81980	Beta-2 Microglobulin	A measurement of the beta-2 microglobulin in a biological specimen.
C67154	C81982	Cancer Antigen 19-9	A measurement of the cancer antigen 19-9 in a biological specimen.
C67154	C81983	Carcinoembryonic Antigen	A measurement of the carcinoembryonic antigen in a biological specimen.
C67154	C81984	Heterophile Antibodies	A measurement of the heterophile antibodies in a biological specimen.
C67154	C81985	Islet Cell 512 Antibody	A measurement of the islet cell 512 antibody in a biological specimen.
C67154	C81986	Islet Cell 512 Antigen	A measurement of the islet cell 512 antigen in a biological specimen.
C67154	C81987	Islet Neogenesis Assoc Protein Antibody	A measurement of the islet neogenesis associated protein antibody in a biological specimen.
C67154	C81988	Pemphigoid Antibodies	A measurement of the pemphigoid antibodies in a biological specimen.
C67154	C81989	Plasminogen Activator Inhibitor-1 AG	A measurement of the plasminogen activator inhibitor-1 antigen in a biological specimen.
C67154	C81990	Thyroid Antibodies	A measurement of the thyroid antibodies in a biological specimen.
C67154	C81991	Thyroid Antimicrosomal Antibodies	A measurement of the thyroid antimicrosomal antibodies in a biological specimen.
C67154	C81992	Thyroid Antithyroglobulin Antibodies	A measurement of the thyroid antithyroglobulin antibodies in a biological specimen.
C67154	C81993	Tissue Plasminogen Activator Antigen	A measurement of the tissue plasminogen activator antigen in a biological specimen.
C67154	C81994	Interferon Alpha	A measurement of the interferon alpha in a biological specimen.
C67154	C81995	Interferon Beta	A measurement of the interferon beta in a biological specimen.
C67154	C81996	Interferon Gamma	A measurement of the interferon gamma in a biological specimen.
C67154	C81997	Neutrophils, Segmented	A measurement of the segmented neutrophils in a biological specimen.
C67154	C81998	Amyloid P	A measurement of the total amyloid P in a biological specimen.
C67154	C81999	Amyloid, Beta	A measurement of the total amyloid beta in a biological specimen.
C67154	C82000	Apolipoprotein AII	A measurement of the apolipoprotein AII in a biological specimen.
C67154	C82001	Apolipoprotein CIII	A measurement of the apolipoprotein CIII in a biological specimen.
C67154	C82002	Apolipoprotein E	A measurement of the apolipoprotein E in a biological specimen.
C67154	C82003	Apolipoprotein H	A measurement of the apolipoprotein H in a biological specimen.
C67154	C82004	Brain-Derived Neurotrophic Factor	A measurement of the brain-derived neurotrophic factor in a biological specimen.
C67154	C82005	Calprotectin	A measurement of the calprotectin in a biological specimen.
C67154	C82006	CD40	A count of the CD40 cells per unit in a biological specimen.
C67154	C82007	CD40 Ligand	A count of the CD40 ligand cells per unit in a biological specimen.
C67154	C82008	Endothelin-1	A measurement of the endothelin-1 in a biological specimen.
C67154	C82009	Epidermal Growth Factor	A measurement of the epidermal growth factor in a biological specimen.
C67154	C82010	Epith Neutrophil-Activating Peptide 78	A measurement of the epithelial neutrophil-activating peptide in a biological specimen.
C67154	C82011	Extracell Newly Ident RAGE Bind Protein	A measurement of the extracellular newly identified RAGE (receptor for advanced glycation end products) binding protein in a biological specimen.
C67154	C82012	Fatty Acid Binding Protein 1	A measurement of the fatty acid binding protein 1 in a biological specimen.
C67154	C82013	Fibrin Degradation Products	A measurement of the fibrin degradation products in a biological specimen.
C67154	C82014	Fibroblast Growth Factor Basic Form	A measurement of the basic form of fibroblast growth factor in a biological specimen.
C67154	C82015	Glutamic Acid Decarboxylase 1	A measurement of the glutamic acid decarboxylase 1 in a biological specimen.
C67154	C82016	Glutamic Acid Decarboxylase 2	A measurement of the glutamic acid decarboxylase 2 in a biological specimen.
C67154	C82017	Glutamic Acid Decarboxylase 2 Antibody	A measurement of the glutamic acid decarboxylase 2 antibody in a biological specimen.
C67154	C82018	Granulocyte Colony Stimulating Factor	A measurement of the granulocyte colony stimulating factor in a biological specimen.
C67154	C82019	Granulocyte Macrophage Colony Stm Factor	A measurement of the granulocyte macrophage colony stimulating factor in a biological specimen.
C67154	C82020	Inhibin A	A measurement of the inhibin A in a biological specimen.
C67154	C82021	Lactoferrin	A measurement of the lactoferrin in a biological specimen.
C67154	C82022	Lipoprotein-a	A measurement of the lipoprotein-a in a biological specimen.
C67154	C82023	Macrophage Inflammatory Protein 1 Alpha	A measurement of the macrophage inflammatory protein 1 alpha in a biological specimen.
C67154	C82024	Macrophage Inflammatory Protein 1 Beta	A measurement of the macrophage inflammatory protein 1 beta in a biological specimen.
C67154	C82025	Monocyte Chemotactic Protein 1	A measurement of the monocyte chemotactic protein 1 in a biological specimen.
C67154	C82026	Neutrophil Elastase	A measurement of the neutrophil elastase in a biological specimen.
C67154	C82027	Neutrophil Elastase, Polymorphonuclear	A measurement of the polymorphonuclear neutrophil elastase in a biological specimen.
C67154	C82028	Pancreatic Elastase 1	A measurement of the pancreatic elastase 1 in a biological specimen.
C67154	C82029	Pancreatic Elastase 1, Polymorphonuclear	A measurement of the polymorphonuclear pancreatic elastase 1 in a biological specimen.
C67154	C82030	Plasminogen Activator Inhibitor-1	A measurement of the plasminogen activator inhibitor-1 in a biological specimen.
C67154	C82031	Pregnancy-Associated Plasma Protein-A	A measurement of the pregnancy-associated plasma protein-A in a biological specimen.
C67154	C82032	ProB-type Natriuretic Peptide	A measurement of the proB-type natriuretic peptide in a biological specimen.
C67154	C82033	Procollagen Type I Carboxy Term Peptide	A measurement of the procollagen-1 carboxy-terminal peptide in a biological specimen.
C67154	C82034	Prothrombin Fragments 1 + 2	A measurement of the prothrombin fragments 1 and 2 in a biological specimen.
C67154	C82035	Stem Cell Factor	A measurement of the stem cell factor in a biological specimen.
C67154	C82036	Tissue Inhibitor of Metalloproteinase 1	A measurement of the tissue inhibitor of metalloproteinase 1 in a biological specimen.
C67154	C82037	Transferrin	A measurement of the transferrin in a biological specimen.
C67154	C82038	Type I Collagen C-Telopeptides	A measurement of the type I collagen C-telopeptides in a biological specimen.
C67154	C82039	Type I Collagen N-Telopeptides	A measurement of the type I collagen N-telopeptides in a biological specimen.
C67154	C82040	Type II Collagen C-Telopeptides	A measurement of the type II collagen C-telopeptides in a biological specimen.
C67154	C82041	Type II Collagen N-Telopeptides	A measurement of the type II collagen N-telopeptides in a biological specimen.
C67154	C82042	Vascular Cell Adhesion Molecule 1	A measurement of the vascular cell adhesion molecule 1 in a biological specimen.
C67154	C82044	Indican	A measurement of the indican present in a biological specimen.
C67154	C82045	Neutrophils, Segmented/Leukocytes	A relative measurement (ratio or percentage) of segmented neutrophils to leukocytes in a biological specimen.
C67154	C82046	Nucleated Erythrocytes/Leukocytes	A relative measurement (ratio or percentage) of nucleated erythrocytes to leukocytes in a biological specimen.
C67154	C82621	D-Dimer	A measurement of the d-dimers in a biological specimen.
C67154	C82625	Partial Pressure Carbon Dioxide	A measurement of the pressure of carbon dioxide in a biological specimen.
C67154	C84809	Amyloid Beta 1-42	A measurement of amyloid beta protein which is composed of peptides 1 to 42 in a biological specimen.
C67154	C84810	Tau Protein	A measurement of the total Tau protein in a biological specimen.
C67154	C84811	Non-Phosphorylated Tau Protein	A measurement of the non-phosphorylated Tau protein in a biological specimen.
C67154	C84812	Phosphorylated Tau Protein	A measurement of the phosphorylated Tau protein in a biological specimen.
C67154	C84818	Vitamin D	A measurement of the total Vitamin D in a biological specimen.
C67154	C84819	Eosinophilic Metamyelocytes	A measurement of the eosinphilic metamyelocytes in a biological specimen.
C67154	C84821	Eosinophilic Myelocytes	A measurement of the eosinophilic myelocytes in a biological specimen.
C67154	C84822	Neutrophilic Metamyelocytes	A measurement of the neutrophilic metamyelocytes in a biological specimen.
C67154	C84823	Neutrophilic Myelocytes	A measurement of the neutrophilic myelocytes in a biological specimen.
C67154	C88113	Cortisol, Free	A measurement of the free, unbound cortisol in a biological specimen.
C67154	C89775	Bleeding Time	A measurement of the time from the start to cessation of an induced bleed.
C67154	C90505	Glomerular Filtration Rate	A kidney function test that measures the fluid volume that is filtered from the kidney glomeruli to the Bowman's capsule per unit of time.
C67154	C91372	Antiglobulin Test, Indirect	A test that uses Coombs' reagent to detect the presence of anti-erythrocyte antibodies in a biological specimen.
C67154	C92236	Sjogrens SS-A Antibody	A measurement of the Sjogrens SS-A antibody in a biological specimen.
C67154	C92237	Sjogrens SS-B Antibody	A measurement of the Sjogrens SS-B antibody in a biological specimen.
C67154	C92238	Trichomonas	Examination of a biological specimen to detect the presence of any protozoan belonging to the Trichomonas genus.
C67154	C92239	Yeast Hyphae	A measurement of the yeast hyphae present in a biological specimen.
C67154	C92240	Protein/Osmolality	A relative measurement (ratio or percentage) of total proteins to the osmolality of a biological specimen.
C67154	C92241	M. tuberculosis IFN Gamma Response	A measurement of the amount of interferon gamma that is released when Mycobacterium tuberculosis antigen is incubated with a biological specimen, usually blood. Increased amounts of interferon gamma suggests a prior or existing M. tuberculosis infection.
C67154	C92242	Myeloid/Erythroid Ratio	A relative measurement (ratio or percentage) of myeloid progenitor cells to erythrocyte precursor cells in a biological specimen.
C67154	C92243	Amorphous Phosphate Crystals	A measurement of the amorphous phosphate crystals in a biological specimen.
C67154	C92244	Amorphous Urate Crystals	A measurement of the amorphous urate crystals in a biological specimen.
C67154	C92245	Erythrocyte Cell Clumps	A measurement of red blood cell clumps in a biological specimen.
C67154	C92246	Leukocyte Cell Clumps	A measurement of white blood cell clumps in a biological specimen.
C67154	C92247	Acetoacetic Acid	A measurement of the acetoacetic acid in a biological specimen.
C67154	C92248	Citrate	A measurement of the citrate in a biological specimen.
C67154	C92249	Cotinine	A measurement of the cotinine in a biological specimen.
C67154	C92250	Oxalate	A measurement of the oxalate in a biological specimen.
C67154	C92251	Transitional Epithelial Cells	A measurement of the transitional epithelial cells present in a biological specimen.
C67154	C92252	Alpha-1 Globulin	A measurement of the proteins contributing to the alpha 1 fraction in a biological specimen.
C67154	C92253	Alpha-1 Globulin/Total Protein	A relative measurement (ratio or percentage) of alpha-1-fraction proteins to total proteins in a biological specimen.
C67154	C92254	Alpha-2 Globulin	A measurement of the proteins contributing to the alpha 2 fraction in a biological specimen.
